inventory_id,source_commit,application_id,application_name,application_version,source_path,source_line,subscriber_codeunit_id,subscriber_codeunit_name,subscriber_instance,subscriber_procedure,publisher_object_type,publisher_object,published_event_name,published_element_name,skip_on_missing_license,skip_on_missing_permission,procedure_signature,parameter_names,var_parameter_names,has_ishandled_parameter,has_handled_parameter,has_skip_parameter,conditional_compilation_context,prior_known,coarse_screen_status,selection_status
CZPOP-0110,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/EmployeeHandlerCZL.Codeunit.al,78,11750,Employee Handler CZL,StaticAutomatic (default),UpdateCompOfficalCZLOnAfterDelete,ObjectType::Table,Database::Employee,OnAfterDeleteEvent,,false,false,var Rec: Record Employee,Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0111,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/EmployeeHandlerCZL.Codeunit.al,90,11750,Employee Handler CZL,StaticAutomatic (default),CheckCzBankAccountNoOnBeforeBankAccountNoValidate,ObjectType::Table,Database::Employee,OnBeforeValidateEvent,Bank Account No.,false,false,var Rec: Record Employee,Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0112,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/EmployeeHandlerCZL.Codeunit.al,96,11750,Employee Handler CZL,StaticAutomatic (default),CheckCzBankAccountNoOnBeforeCountryRegionCodeValidate,ObjectType::Table,Database::Employee,OnBeforeValidateEvent,Country/Region Code,false,false,var Rec: Record Employee,Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0113,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/FAJnlCheckLineHandlerCZL.Codeunit.al,16,31317,FA Jnl. Check Line Handler CZL,StaticAutomatic (default),UserChecksAllowedOnAfterCheckGenJnlLine,ObjectType::Codeunit,"Codeunit::""FA Jnl.-Check Line""",OnAfterCheckGenJnlLine,,false,false,"var GenJnlLine: Record ""Gen. Journal Line""",GenJnlLine,GenJnlLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0114,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/FAJnlCheckLineHandlerCZL.Codeunit.al,23,31317,FA Jnl. Check Line Handler CZL,StaticAutomatic (default),JournalTemplateUserRestrictionsOnBeforeOpenJournal,ObjectType::Codeunit,Codeunit::FAJnlManagement,OnBeforeOpenJournal,,false,false,"var FAJournalLine: Record ""FA Journal Line""",FAJournalLine,FAJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0115,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/FAJnlCheckLineHandlerCZL.Codeunit.al,35,31317,FA Jnl. Check Line Handler CZL,StaticAutomatic (default),CopyCustom2OnAfterCopyToGenJnlLineFA,ObjectType::Table,"Database::""Invoice Posting Buffer""",OnAfterCopyToGenJnlLineFA,,false,false,"var GenJnlLine: Record ""Gen. Journal Line""; InvoicePostingBuffer: Record ""Invoice Posting Buffer""",GenJnlLine | InvoicePostingBuffer,GenJnlLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0116,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/FAReclJnlLineHandlerCZL.Codeunit.al,11,31323,FA Recl. Jnl. Line Handler CZL,StaticAutomatic (default),JournalTemplateUserRestrictionsOnBeforeOpenJournal,ObjectType::Codeunit,Codeunit::FAReclassJnlManagement,OnBeforeOpenJournal,,false,false,"var FAReclassJournalLine: Record ""FA Reclass. Journal Line""",FAReclassJournalLine,FAReclassJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0117,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/FinChargeMemoHandlerCZL.Codeunit.al,17,31014,Fin. Charge Memo Handler CZL,StaticAutomatic (default),UpdateRegNoOnAfterCustomerNoValidate,ObjectType::Table,"Database::""Finance Charge Memo Header""",OnAfterValidateEvent,Customer No.,false,false,"var Rec: Record ""Finance Charge Memo Header""",Rec,Rec,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0118,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/FinChargeMemoHandlerCZL.Codeunit.al,33,31014,Fin. Charge Memo Handler CZL,StaticAutomatic (default),UpdateBankInfoOnAfterInitGenJnlLine,ObjectType::Codeunit,"Codeunit::""FinChrgMemo-Issue""",OnAfterInitGenJnlLine,,false,false,"var GenJnlLine: Record ""Gen. Journal Line""; FinChargeMemoHeader: Record ""Finance Charge Memo Header""",GenJnlLine | FinChargeMemoHeader,GenJnlLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0119,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/FinChargeMemoHandlerCZL.Codeunit.al,53,31014,Fin. Charge Memo Handler CZL,StaticAutomatic (default),UpdateVariableSymbolOnBeforeIssuedFinChrgMemoHeaderInsert,ObjectType::Codeunit,"Codeunit::""FinChrgMemo-Issue""",OnBeforeIssuedFinChrgMemoHeaderInsert,,false,false,"var IssuedFinChargeMemoHeader: Record ""Issued Fin. Charge Memo Header""",IssuedFinChargeMemoHeader,IssuedFinChargeMemoHeader,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0120,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/FormatAddressHandlerCZL.Codeunit.al,5,31144,Format Address Handler CZL,StaticAutomatic (default),ClearCountyOnAfterGeneratePostCodeCity,ObjectType::Codeunit,"Codeunit::""Format Address""",OnAfterGeneratePostCodeCity,,false,false,"var Country: Record ""Country/Region""; var CountyText: Text[50]",Country | CountyText,Country | CountyText,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0121,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GLAccountCategoryMgtCZL.Codeunit.al,224,31036,G/L Account Category Mgt. CZL,StaticAutomatic (default),InitializeAccountCategories,ObjectType::Codeunit,"Codeunit::""G/L Account Category Mgt.""",OnBeforeInitializeAccountCategories,,false,false,var IsHandled: Boolean,IsHandled,IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0122,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GLAccountCategoryMgtCZL.Codeunit.al,1200,31036,G/L Account Category Mgt. CZL,StaticAutomatic (default),LookupGLAccount,ObjectType::Codeunit,"Codeunit::""G/L Account Category Mgt.""",OnBeforeLookupGLAccount,,false,false,TableNo: Integer; FieldNo: Integer; var AccountNo: Code[20]; var AccountCategory: Option; var AccountSubcategoryFilter: Text; var IsHandled: Boolean,TableNo | FieldNo | AccountNo | AccountCategory | AccountSubcategoryFilter | IsHandled,AccountNo | AccountCategory | AccountSubcategoryFilter | IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0123,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GLAccountCategoryMgtCZL.Codeunit.al,1218,31036,G/L Account Category Mgt. CZL,StaticAutomatic (default),CheckGLAccount,ObjectType::Codeunit,"Codeunit::""G/L Account Category Mgt.""",OnBeforeCheckGLAccount,,false,false,TableNo: Integer; FieldNo: Integer; var AccountCategory: Option; var AccountSubcategory: Text; var IsHandled: Boolean,TableNo | FieldNo | AccountCategory | AccountSubcategory | IsHandled,AccountCategory | AccountSubcategory | IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0124,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GLAccountCategoryMgtCZL.Codeunit.al,1228,31036,G/L Account Category Mgt. CZL,StaticAutomatic (default),UpdatePresentationOrder,ObjectType::Table,"Database::""G/L Account Category""",OnBeforeUpdatePresentationOrder,,false,false,"var GLAccountCategory: Record ""G/L Account Category""; var IsHandled: Boolean",GLAccountCategory | IsHandled,GLAccountCategory | IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0125,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GLEntryasCorrectionCZL.Codeunit.al,21,31158,G/L Entry as Correction CZL,Manual,SetCorrectionOnBeforeInsertGlEntry,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnBeforeInsertGlEntry,,false,false,"var GenJnlLine: Record ""Gen. Journal Line""",GenJnlLine,GenJnlLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0126,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlCheckLineHandlerCZL.Codeunit.al,19,31316,Gen.Jnl.Check Line Handler CZL,StaticAutomatic (default),UserChecksAllowedOnAfterCheckGenJnlLine,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Check Line""",OnAfterCheckGenJnlLine,,false,false,"var GenJournalLine: Record ""Gen. Journal Line""",GenJournalLine,GenJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0127,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlCheckLineHandlerCZL.Codeunit.al,30,31316,Gen.Jnl.Check Line Handler CZL,StaticAutomatic (default),CheckPrepaymentApplicationMethodOnAfterCheckAccountNo,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Check Line""",OnAfterCheckAccountNo,,false,false,"var GenJournalLine: Record ""Gen. Journal Line""",GenJournalLine,GenJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0128,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlCheckLineHandlerCZL.Codeunit.al,53,31316,Gen.Jnl.Check Line Handler CZL,StaticAutomatic (default),CheckPrepaymentApplicationMethodOnAfterCheckBalAccountNo,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Check Line""",OnAfterCheckBalAccountNo,,false,false,"var GenJournalLine: Record ""Gen. Journal Line""",GenJournalLine,GenJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0129,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlCheckLineHandlerCZL.Codeunit.al,76,31316,Gen.Jnl.Check Line Handler CZL,StaticAutomatic (default),IsCheckDimensionsEnabledOnCheckDimensionsOnAfterAssignDimTableIDs,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Check Line""",OnCheckDimensionsOnAfterAssignDimTableIDs,,false,false,"var GenJournalLine: Record ""Gen. Journal Line""; var CheckDone: Boolean",GenJournalLine | CheckDone,GenJournalLine | CheckDone,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0130,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlCheckLineHandlerCZL.Codeunit.al,82,31316,Gen.Jnl.Check Line Handler CZL,StaticAutomatic (default),CheckVatDateOnBeforeRunCheck,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Check Line""",OnBeforeRunCheck,,false,false,"var GenJournalLine: Record ""Gen. Journal Line""",GenJournalLine,GenJournalLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0131,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlManagementHandlerCZL.Codeunit.al,13,31138,GenJnlManagement Handler CZL,StaticAutomatic (default),SetFilterTemplateNameOnTemplateSelectionSetFilter,ObjectType::Codeunit,Codeunit::GenJnlManagement,OnTemplateSelectionSetFilter,,false,false,"var GenJnlTemplate: Record ""Gen. Journal Template""; var GenJnlLine: Record ""Gen. Journal Line""",GenJnlTemplate | GenJnlLine,GenJnlTemplate | GenJnlLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0132,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlManagementHandlerCZL.Codeunit.al,20,31138,GenJnlManagement Handler CZL,StaticAutomatic (default),ClearFilterTemplateNameOnBeforeRunTemplateJournalPage,ObjectType::Codeunit,Codeunit::GenJnlManagement,OnBeforeRunTemplateJournalPage,,false,false,"var GenJnlLine: Record ""Gen. Journal Line""",GenJnlLine,GenJnlLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0133,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlManagementHandlerCZL.Codeunit.al,26,31138,GenJnlManagement Handler CZL,StaticAutomatic (default),JournalTemplateUserRestrictionsOnBeforeOpenJnl,ObjectType::Codeunit,Codeunit::GenJnlManagement,OnBeforeOpenJnl,,false,false,"var CurrentJnlBatchName: Code[10]; var GenJnlLine: Record ""Gen. Journal Line""",CurrentJnlBatchName | GenJnlLine,CurrentJnlBatchName | GenJnlLine,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0134,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostAccGroupCZL.Codeunit.al,68,31057,Gen.Jnl. - Post Acc. Group CZL,StaticAutomatic (default),ClearBalanceCheckAccountAmount,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnBeforeStartPosting,,false,false,,,,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0135,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostAccGroupCZL.Codeunit.al,74,31057,Gen.Jnl. - Post Acc. Group CZL,StaticAutomatic (default),CheckAccountGroupTransactionConsistentOnGenJnlPost,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Batch""",OnBeforeCommit,,false,false,,,,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0136,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostAccGroupCZL.Codeunit.al,80,31057,Gen.Jnl. - Post Acc. Group CZL,StaticAutomatic (default),CheckAccountGroupTransactionConsistentOnSalesPost,ObjectType::Codeunit,"Codeunit::""Sales-Post""",OnAfterFinalizePostingOnBeforeCommit,,false,false,,,,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0137,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostAccGroupCZL.Codeunit.al,86,31057,Gen.Jnl. - Post Acc. Group CZL,StaticAutomatic (default),CheckAccountGroupTransactionConsistentOnPurchPost,ObjectType::Codeunit,"Codeunit::""Purch.-Post""",OnFinalizePostingOnBeforeCommit,,false,false,,,,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0138,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,31,31315,Gen.Jnl. Post Line Handler CZL,StaticAutomatic (default),UserChecksAllowedOnBeforeInsertGlobalGLEntry,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnBeforeInsertGlobalGLEntry,,false,false,"var GlobalGLEntry: Record ""G/L Entry""",GlobalGLEntry,GlobalGLEntry,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0139,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,40,31315,Gen.Jnl. Post Line Handler CZL,StaticAutomatic (default),ExchangeRatesAdjOnAfterFindAmtForAppln,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnAfterFindAmtForAppln,,false,false,"var NewCVLedgEntryBuf: Record ""CV Ledger Entry Buffer""; var OldCVLedgEntryBuf: Record ""CV Ledger Entry Buffer""; var OldCVLedgEntryBuf2: Record ""CV Ledger Entry Buffer""; var AppliedAmount: Decimal; var AppliedAmountLCY: Decimal; var OldAppliedAmount: Decimal",NewCVLedgEntryBuf | OldCVLedgEntryBuf | OldCVLedgEntryBuf2 | AppliedAmount | AppliedAmountLCY | OldAppliedAmount,NewCVLedgEntryBuf | OldCVLedgEntryBuf | OldCVLedgEntryBuf2 | AppliedAmount | AppliedAmountLCY | OldAppliedAmount,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0140,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,46,31315,Gen.Jnl. Post Line Handler CZL,StaticAutomatic (default),ExchangeRatesAdjOnAfterCalcCurrencyRealizedGainLoss,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnAfterCalcCurrencyRealizedGainLoss,,false,false,"var CVLedgEntryBuf: Record ""CV Ledger Entry Buffer""; AppliedAmount: Decimal; AppliedAmountLCY: Decimal; var RealizedGainLossLCY: Decimal",CVLedgEntryBuf | AppliedAmount | AppliedAmountLCY | RealizedGainLossLCY,CVLedgEntryBuf | RealizedGainLossLCY,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0141,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,52,31315,Gen.Jnl. Post Line Handler CZL,StaticAutomatic (default),ExchangeRatesAdjOnBeforeCalcCurrencyUnrealizedGainLoss,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnBeforeCalcCurrencyUnrealizedGainLoss,,false,false,var IsHandled: Boolean,IsHandled,IsHandled,Yes,No,No,,Unknown,Not Screened,Unselected
CZPOP-0142,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,61,31315,Gen.Jnl. Post Line Handler CZL,StaticAutomatic (default),ExchangeRatesAdjOnPostCustOnAfterAssignCurrencyFactors,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnPostCustOnAfterAssignCurrencyFactors,,false,false,"var CVLedgerEntryBuffer: Record ""CV Ledger Entry Buffer""; GenJournalLine: Record ""Gen. Journal Line""",CVLedgerEntryBuffer | GenJournalLine,CVLedgerEntryBuffer,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0143,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,68,31315,Gen.Jnl. Post Line Handler CZL,StaticAutomatic (default),ExchangeRatesAdjOnPostVendOnAfterAssignCurrencyFactors,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnPostVendOnAfterAssignCurrencyFactors,,false,false,"var CVLedgerEntryBuffer: Record ""CV Ledger Entry Buffer""; GenJournalLine: Record ""Gen. Journal Line""",CVLedgerEntryBuffer | GenJournalLine,CVLedgerEntryBuffer,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0144,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,75,31315,Gen.Jnl. Post Line Handler CZL,StaticAutomatic (default),SavePmtDiscOnCalcPmtDiscOnAfterAssignPmtDisc,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnCalcPmtDiscOnAfterAssignPmtDisc,,false,false,"var OldCVLedgEntryBuf2: Record ""CV Ledger Entry Buffer""; var PmtDisc: Decimal; var PmtDiscLCY: Decimal",OldCVLedgEntryBuf2 | PmtDisc | PmtDiscLCY,OldCVLedgEntryBuf2 | PmtDisc | PmtDiscLCY,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0145,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,84,31315,Gen.Jnl. Post Line Handler CZL,StaticAutomatic (default),CalcPmtDiscFactorLCYOnCalcPmtDiscIfAdjVATOnBeforeVATEntryFind,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnCalcPmtDiscIfAdjVATOnBeforeVATEntryFind,,false,false,"var OldCVLedgEntryBuf: Record ""CV Ledger Entry Buffer""; var PmtDiscLCY2: Decimal; var PmtDiscFactorLCY: Decimal",OldCVLedgEntryBuf | PmtDiscLCY2 | PmtDiscFactorLCY,OldCVLedgEntryBuf | PmtDiscLCY2 | PmtDiscFactorLCY,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0146,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,95,31315,Gen.Jnl. Post Line Handler CZL,StaticAutomatic (default),CorrectPmtDiscLCYOnCalcPmtDiscIfAdjVATOnAfterCalcPmtDiscVATBases,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnCalcPmtDiscIfAdjVATOnAfterCalcPmtDiscVATBases,,false,false,"var OldCVLedgEntryBuf: Record ""CV Ledger Entry Buffer""; var VATEntry: Record ""VAT Entry""; var VATBase: Decimal",OldCVLedgEntryBuf | VATEntry | VATBase,OldCVLedgEntryBuf | VATEntry | VATBase,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0147,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,108,31315,Gen.Jnl. Post Line Handler CZL,StaticAutomatic (default),CorrectPmtDiscLCYOnCalcPmtDiscIfAdjVATOnAfterCalcPmtDiscVATAmounts,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnCalcPmtDiscIfAdjVATOnAfterCalcPmtDiscVATAmounts,,false,false,"var OldCVLedgEntryBuf: Record ""CV Ledger Entry Buffer""; var VATEntry: Record ""VAT Entry""; var VATBase: Decimal; var VATAmount: Decimal",OldCVLedgEntryBuf | VATEntry | VATBase | VATAmount,OldCVLedgEntryBuf | VATEntry | VATBase | VATAmount,No,No,No,,Unknown,Not Screened,Unselected
CZPOP-0148,397d01199c321e774edaf23a7290fee40f75c6a6,267b59d3-7302-44c5-ba77-c87000380514,Core Localization Pack for Czech,29.0.0.0,src/Apps/CZ/CoreLocalizationPack/app/Src/Codeunits/GenJnlPostLineHandlerCZL.Codeunit.al,121,31315,Gen.Jnl. Post Line Handler CZL,StaticAutomatic (default),CorrectPmtDiscLCYOnAfterCalcPmtDiscIfAdjVAT,ObjectType::Codeunit,"Codeunit::""Gen. Jnl.-Post Line""",OnAfterCalcPmtDiscIfAdjVAT,,false,false,"var OldCVLedgEntryBuf: Record ""CV Ledger Entry Buffer""; var PmtDiscLCY2: Decimal",OldCVLedgEntryBuf | PmtDiscLCY2,OldCVLedgEntryBuf | PmtDiscLCY2,No,No,No,,Unknown,Not Screened,Unselected
